tweet,label,tokens,filtered_tokens
de ade at n’ani no noara na yie,positive,"['de', 'ade', 'at', 'n', '’', 'ani', 'no', 'noara', 'na', 'yie']","['ade', 'n', '’', 'ani', 'noara', 'yie']"
kwasiato se na y de obi papa a wasan ab bra de agor,negative,"['kwasiato', 'se', 'na', 'y', 'de', 'obi', 'papa', 'a', 'wasan', 'ab', 'bra', 'de', 'agor']","['kwasiato', 'obi', 'papa', 'wasan', 'ab', 'bra', 'agor']"
sua nyansa na wanyiniwoti konoo nso gyimii nkoaa,negative,"['sua', 'nyansa', 'na', 'wanyiniwoti', 'konoo', 'nso', 'gyimii', 'nkoaa']","['sua', 'nyansa', 'wanyiniwoti', 'konoo', 'gyimii', 'nkoaa']"
hwene hua na aso tie,neutral,"['hwene', 'hua', 'na', 'aso', 'tie']","['hwene', 'hua', 'aso', 'tie']"
megye wo so o nana twi lecturer obenfo merekyea wo oo,positive,"['megye', 'wo', 'so', 'o', 'nana', 'twi', 'lecturer', 'obenfo', 'merekyea', 'wo', 'oo']","['megye', 'nana', 'twi', 'lecturer', 'obenfo', 'merekyea', 'oo']"
ne nan ho fitaa saa no advice papa bn,negative,"['ne', 'nan', 'ho', 'fitaa', 'saa', 'no', 'advice', 'papa', 'bn']","['nan', 'fitaa', 'saa', 'advice', 'papa', 'bn']"
bosom a ne wo btena no no na kyer wo nakyiwade,positive,"['bosom', 'a', 'ne', 'wo', 'btena', 'no', 'no', 'na', 'kyer', 'wo', 'nakyiwade']","['bosom', 'btena', 'kyer', 'nakyiwade']"
wopam apnkye na wo anto no a wose ne ho bn,positive,"['wopam', 'apnkye', 'na', 'wo', 'anto', 'no', 'a', 'wose', 'ne', 'ho', 'bn']","['wopam', 'apnkye', 'anto', 'wose', 'bn']"
meba bewu anaa,neutral,"['meba', 'bewu', 'anaa']","['meba', 'bewu', 'anaa']"
wei de menntee da,neutral,"['wei', 'de', 'menntee', 'da']","['wei', 'menntee']"
obi nnim adekye mu nsm,positive,"['obi', 'nnim', 'adekye', 'mu', 'nsm']","['obi', 'nnim', 'adekye', 'nsm']"
onipa a wab dam ate no de de hunahuna nkdaa de mpa,positive,"['onipa', 'a', 'wab', 'dam', 'ate', 'no', 'de', 'de', 'hunahuna', 'nkdaa', 'de', 'mpa']","['onipa', 'wab', 'dam', 'ate', 'hunahuna', 'nkdaa', 'mpa']"
prks da nkwan mu a ma mu y hwam,positive,"['prks', 'da', 'nkwan', 'mu', 'a', 'ma', 'mu', 'y', 'hwam']","['prks', 'nkwan', 'hwam']"
wotn wo yare a na wonya ano aduro s,positive,"['wotn', 'wo', 'yare', 'a', 'na', 'wonya', 'ano', 'aduro', 's']","['wotn', 'yare', 'wonya', 'ano', 'aduro']"
metare wo akyi “ meredi akyi seisei w twitter ha firis y manigye s mey akan nii menua,positive,"['metare', 'wo', 'akyi', '“', 'meredi', 'akyi', 'seisei', 'w', 'twitter', 'ha', 'firis', 'y', 'manigye', 's', 'mey', 'akan', 'nii', 'menua']","['metare', 'akyi', '“', 'meredi', 'akyi', 'seisei', 'w', 'twitter', 'ha', 'firis', 'manigye', 'mey', 'akan', 'nii', 'menua']"
o saa,neutral,"['o', 'saa']",['saa']
de mekaae nhia s mto sbe o “ mepawakyw to sebi waehehe medi wakyi di makyi bi wai”,positive,"['de', 'mekaae', 'nhia', 's', 'mto', 'sbe', 'o', '“', 'mepawakyw', 'to', 'sebi', 'waehehe', 'medi', 'wakyi', 'di', 'makyi', 'bi', 'wai', '”']","['mekaae', 'nhia', 'mto', 'sbe', '“', 'mepawakyw', 'sebi', 'waehehe', 'medi', 'wakyi', 'makyi', 'wai', '”']"
asu fuo de saa,negative,"['asu', 'fuo', 'de', 'saa']","['asu', 'fuo', 'saa']"
meda wo ase s wob mano asm dawuro kyer wakyidifuo,positive,"['meda', 'wo', 'ase', 's', 'wob', 'mano', 'asm', 'dawuro', 'kyer', 'wakyidifuo']","['meda', 'ase', 'wob', 'mano', 'asm', 'dawuro', 'kyer', 'wakyidifuo']"
ja kuffuor nipa begyee ne din,neutral,"['ja', 'kuffuor', 'nipa', 'begyee', 'ne', 'din']","['ja', 'kuffuor', 'nipa', 'begyee', 'din']"
enti saa na wo tie slim,neutral,"['enti', 'saa', 'na', 'wo', 'tie', 'slim']","['enti', 'saa', 'tie', 'slim']"
oh saa,neutral,"['oh', 'saa']","['oh', 'saa']"
onyame na aseda s no “ medaase”,positive,"['onyame', 'na', 'aseda', 's', 'no', '“', 'medaase', '”']","['onyame', 'aseda', '“', 'medaase', '”']"
nyhira nka wo nso,positive,"['nyhira', 'nka', 'wo', 'nso']","['nyhira', 'nka']"
nka wo nso so,neutral,"['nka', 'wo', 'nso', 'so']",['nka']
nskuo beberebe se aynkofa anaas afitena,positive,"['nskuo', 'beberebe', 'se', 'aynkofa', 'anaas', 'afitena']","['nskuo', 'beberebe', 'aynkofa', 'anaas', 'afitena']"
nsuo by bo dn,negative,"['nsuo', 'by', 'bo', 'dn']","['nsuo', 'bo', 'dn']"
“ agor a y d ynko ase”,positive,"['“', 'agor', 'a', 'y', 'd', 'ynko', 'ase', '”']","['“', 'agor', 'ynko', 'ase', '”']"
wosum nkontompo fidie a woyi kasabr,positive,"['wosum', 'nkontompo', 'fidie', 'a', 'woyi', 'kasabr']","['wosum', 'nkontompo', 'fidie', 'woyi', 'kasabr']"
wohu serefo a na ysere kyer wo,positive,"['wohu', 'serefo', 'a', 'na', 'ysere', 'kyer', 'wo']","['wohu', 'serefo', 'ysere', 'kyer']"
de menso me rep akyer ne s,neutral,"['de', 'menso', 'me', 'rep', 'akyer', 'ne', 's']","['menso', 'rep', 'akyer']"
n nso yby wn dosooseisiaa sancho aba yi de asm na ato nkorfo,negative,"['n', 'nso', 'yby', 'wn', 'dosooseisiaa', 'sancho', 'aba', 'yi', 'de', 'asm', 'na', 'ato', 'nkorfo']","['n', 'yby', 'wn', 'dosooseisiaa', 'sancho', 'aba', 'yi', 'asm', 'ato', 'nkorfo']"
hahahahaha ah wosos ta so a na bn sbe,positive,"['hahahahaha', 'ah', 'wosos', 'ta', 'so', 'a', 'na', 'bn', 'sbe']","['hahahahaha', 'ah', 'wosos', 'ta', 'bn', 'sbe']"
wo twi ho nte wotwer i faako a e w me nso saa o metee wo nka aky slc,negative,"['wo', 'twi', 'ho', 'nte', 'wotwer', 'i', 'faako', 'a', 'e', 'w', 'me', 'nso', 'saa', 'o', 'metee', 'wo', 'nka', 'aky', 'slc']","['twi', 'nte', 'wotwer', 'faako', 'e', 'w', 'saa', 'metee', 'nka', 'aky', 'slc']"
na black rasta no b ndwom foo saaweiah hwe ne rasta mu ntutuo bi,negative,"['na', 'black', 'rasta', 'no', 'b', 'ndwom', 'foo', 'saaweiah', 'hwe', 'ne', 'rasta', 'mu', 'ntutuo', 'bi']","['black', 'rasta', 'b', 'ndwom', 'foo', 'saaweiah', 'hwe', 'rasta', 'ntutuo']"
man rebb a manpam na kura poma,positive,"['man', 'rebb', 'a', 'manpam', 'na', 'kura', 'poma']","['man', 'rebb', 'manpam', 'kura', 'poma']"
wo nso wonni ne wose ho foomo ho fii a mo de awo kwasea bi te s wo na wokeka nkwaseasm aboa funuwode fa wo ho brakwasia baawoho kankan,negative,"['wo', 'nso', 'wonni', 'ne', 'wose', 'ho', 'foomo', 'ho', 'fii', 'a', 'mo', 'de', 'awo', 'kwasea', 'bi', 'te', 's', 'wo', 'na', 'wokeka', 'nkwaseasm', 'aboa', 'funuwode', 'fa', 'wo', 'ho', 'brakwasia', 'baawoho', 'kankan']","['wonni', 'wose', 'foomo', 'fii', 'awo', 'kwasea', 'te', 'wokeka', 'nkwaseasm', 'aboa', 'funuwode', 'fa', 'brakwasia', 'baawoho', 'kankan']"
ei yaa,neutral,"['ei', 'yaa']","['ei', 'yaa']"
apataase mpo w ne hene,neutral,"['apataase', 'mpo', 'w', 'ne', 'hene']","['apataase', 'mpo', 'w', 'hene']"
nea p s bdi hene no firi ase sua som ansa,positive,"['nea', 'p', 's', 'bdi', 'hene', 'no', 'firi', 'ase', 'sua', 'som', 'ansa']","['nea', 'p', 'bdi', 'hene', 'firi', 'ase', 'sua', 'som', 'ansa']"
mesr wo o y mfonso afei medi wakyi wai “ na wo dee makyi y ooo”,positive,"['mesr', 'wo', 'o', 'y', 'mfonso', 'afei', 'medi', 'wakyi', 'wai', '“', 'na', 'wo', 'dee', 'makyi', 'y', 'ooo', '”']","['mesr', 'mfonso', 'afei', 'medi', 'wakyi', 'wai', '“', 'dee', 'makyi', 'ooo', '”']"
bra mike nie,neutral,"['bra', 'mike', 'nie']","['bra', 'mike', 'nie']"
s anomaa antu a obua da,positive,"['s', 'anomaa', 'antu', 'a', 'obua', 'da']","['anomaa', 'antu', 'obua']"
abrewa bdi twde a na firi n’ano,neutral,"['abrewa', 'bdi', 'twde', 'a', 'na', 'firi', 'n', '’', 'ano']","['abrewa', 'bdi', 'twde', 'firi', 'n', '’', 'ano']"
oh menye blacko saa,neutral,"['oh', 'menye', 'blacko', 'saa']","['oh', 'menye', 'blacko', 'saa']"
nnaase nyinaa w twediampn,positive,"['nnaase', 'nyinaa', 'w', 'twediampn']","['nnaase', 'nyinaa', 'w', 'twediampn']"
mati medi wakyi di makyi bi wai,positive,"['mati', 'medi', 'wakyi', 'di', 'makyi', 'bi', 'wai']","['mati', 'medi', 'wakyi', 'makyi', 'wai']"
soakdi ny br,positive,"['soakdi', 'ny', 'br']","['soakdi', 'ny', 'br']"
anpa nsuo se adwuma na nse nna,neutral,"['anpa', 'nsuo', 'se', 'adwuma', 'na', 'nse', 'nna']","['anpa', 'nsuo', 'adwuma', 'nse', 'nna']"
ei saa,neutral,"['ei', 'saa']","['ei', 'saa']"
apitie se akwansosm d nti na bo b no a nka ne ho na ny gyimi na wagyimi,positive,"['apitie', 'se', 'akwansosm', 'd', 'nti', 'na', 'bo', 'b', 'no', 'a', 'nka', 'ne', 'ho', 'na', 'ny', 'gyimi', 'na', 'wagyimi']","['apitie', 'akwansosm', 'nti', 'bo', 'b', 'nka', 'ny', 'gyimi', 'wagyimi']"
tire w h a ynsh kotodwe ky,positive,"['tire', 'w', 'h', 'a', 'ynsh', 'kotodwe', 'ky']","['tire', 'w', 'h', 'ynsh', 'kotodwe', 'ky']"
saa momm,neutral,"['saa', 'momm']","['saa', 'momm']"
ahh wagyimi anaa,negative,"['ahh', 'wagyimi', 'anaa']","['ahh', 'wagyimi', 'anaa']"
saa wo ahunu “ eeeish wei de b a muoodzen ny da a wobto bo atwa asuo afram no na mpafe bsi wo”,positive,"['saa', 'wo', 'ahunu', '“', 'eeeish', 'wei', 'de', 'b', 'a', 'muoodzen', 'ny', 'da', 'a', 'wobto', 'bo', 'atwa', 'asuo', 'afram', 'no', 'na', 'mpafe', 'bsi', 'wo', '”']","['saa', 'ahunu', '“', 'eeeish', 'wei', 'b', 'muoodzen', 'ny', 'wobto', 'bo', 'atwa', 'asuo', 'afram', 'mpafe', 'bsi', '”']"
o sista afia baa no sn kafra,negative,"['o', 'sista', 'afia', 'baa', 'no', 'sn', 'kafra']","['sista', 'afia', 'baa', 'sn', 'kafra']"
s wop nne asonsn a mede mep nne atwimtwam obi aknde ne odmpo nsono,positive,"['s', 'wop', 'nne', 'asonsn', 'a', 'mede', 'mep', 'nne', 'atwimtwam', 'obi', 'aknde', 'ne', 'odmpo', 'nsono']","['wop', 'nne', 'asonsn', 'mede', 'mep', 'nne', 'atwimtwam', 'obi', 'aknde', 'odmpo', 'nsono']"
nyame w wo akwan mu a wonsuro hwee firi s b wo ho ban da biara enti ynsom no n kwasie yi,positive,"['nyame', 'w', 'wo', 'akwan', 'mu', 'a', 'wonsuro', 'hwee', 'firi', 's', 'b', 'wo', 'ho', 'ban', 'da', 'biara', 'enti', 'ynsom', 'no', 'n', 'kwasie', 'yi']","['nyame', 'w', 'akwan', 'wonsuro', 'hwee', 'firi', 'b', 'ban', 'biara', 'enti', 'ynsom', 'n', 'kwasie', 'yi']"
“ t da bi a na hene kn d nhenkwaa aduane”twi paa nie,neutral,"['“', 't', 'da', 'bi', 'a', 'na', 'hene', 'kn', 'd', 'nhenkwaa', 'aduane', '”', 'twi', 'paa', 'nie']","['“', 'hene', 'kn', 'nhenkwaa', 'aduane', '”', 'twi', 'paa', 'nie']"
bra ben,neutral,"['bra', 'ben']","['bra', 'ben']"
hia wo a na wohunu w’adfo,positive,"['hia', 'wo', 'a', 'na', 'wohunu', 'w', '’', 'adfo']","['hia', 'wohunu', 'w', '’', 'adfo']"
ywo wo to sie so a wonky tenten y,neutral,"['ywo', 'wo', 'to', 'sie', 'so', 'a', 'wonky', 'tenten', 'y']","['ywo', 'sie', 'wonky', 'tenten']"
saa,neutral,['saa'],['saa']
yoo mate wai “ meda wo ase s wob mano asm dawuro kyer wakyidifuo u akwaaba wai”,positive,"['yoo', 'mate', 'wai', '“', 'meda', 'wo', 'ase', 's', 'wob', 'mano', 'asm', 'dawuro', 'kyer', 'wakyidifuo', 'u', 'akwaaba', 'wai', '”']","['yoo', 'mate', 'wai', '“', 'meda', 'ase', 'wob', 'mano', 'asm', 'dawuro', 'kyer', 'wakyidifuo', 'u', 'akwaaba', 'wai', '”']"
babne nnim kasakyer,positive,"['babne', 'nnim', 'kasakyer']","['babne', 'nnim', 'kasakyer']"
meda wo ase s wob mano asm dawuro kyer wakyidifuo u akwaaba wai,positive,"['meda', 'wo', 'ase', 's', 'wob', 'mano', 'asm', 'dawuro', 'kyer', 'wakyidifuo', 'u', 'akwaaba', 'wai']","['meda', 'ase', 'wob', 'mano', 'asm', 'dawuro', 'kyer', 'wakyidifuo', 'u', 'akwaaba', 'wai']"
yy nea hia ansa na yay nea fata,positive,"['yy', 'nea', 'hia', 'ansa', 'na', 'yay', 'nea', 'fata']","['yy', 'nea', 'hia', 'ansa', 'yay', 'nea', 'fata']"
koo nimo ne kyekyeku aberante a b urban nnwom ab mu de nsadwase ne urban nnwom afera ma bi nk wasom slf…,positive,"['koo', 'nimo', 'ne', 'kyekyeku', 'aberante', 'a', 'b', 'urban', 'nnwom', 'ab', 'mu', 'de', 'nsadwase', 'ne', 'urban', 'nnwom', 'afera', 'ma', 'bi', 'nk', 'wasom', 'slf', '…']","['koo', 'nimo', 'kyekyeku', 'aberante', 'b', 'urban', 'nnwom', 'ab', 'nsadwase', 'urban', 'nnwom', 'afera', 'nk', 'wasom', 'slf', '…']"
mpemmienu ne dunwtwe amansan nyinaa de abibiman bsi akkn,positive,"['mpemmienu', 'ne', 'dunwtwe', 'amansan', 'nyinaa', 'de', 'abibiman', 'bsi', 'akkn']","['mpemmienu', 'dunwtwe', 'amansan', 'nyinaa', 'abibiman', 'bsi', 'akkn']"
adwuma bne nte s kornob,positive,"['adwuma', 'bne', 'nte', 's', 'kornob']","['adwuma', 'bne', 'nte', 'kornob']"
eye asem oo,positive,"['eye', 'asem', 'oo']","['eye', 'asem', 'oo']"
mmo way ade “ me di wakyi”,positive,"['mmo', 'way', 'ade', '“', 'me', 'di', 'wakyi', '”']","['mmo', 'way', 'ade', '“', 'wakyi', '”']"
obi tan wo a nser wo ade,positive,"['obi', 'tan', 'wo', 'a', 'nser', 'wo', 'ade']","['obi', 'tan', 'nser', 'ade']"
ybu nam a wose kt,positive,"['ybu', 'nam', 'a', 'wose', 'kt']","['ybu', 'nam', 'wose', 'kt']"
meredi akyi seisei w twitter ha firis y manigye s mey akan nii menua di makyi bi wate,positive,"['meredi', 'akyi', 'seisei', 'w', 'twitter', 'ha', 'firis', 'y', 'manigye', 's', 'mey', 'akan', 'nii', 'menua', 'di', 'makyi', 'bi', 'wate']","['meredi', 'akyi', 'seisei', 'w', 'twitter', 'ha', 'firis', 'manigye', 'mey', 'akan', 'nii', 'menua', 'makyi', 'wate']"
obi nni wo a fr wo aboa bi,positive,"['obi', 'nni', 'wo', 'a', 'fr', 'wo', 'aboa', 'bi']","['obi', 'nni', 'fr', 'aboa']"
bra fie,neutral,"['bra', 'fie']","['bra', 'fie']"
nkramoni nso ay roma pasaa,negative,"['nkramoni', 'nso', 'ay', 'roma', 'pasaa']","['nkramoni', 'ay', 'roma', 'pasaa']"
sde w nam no saa ara na da,positive,"['sde', 'w', 'nam', 'no', 'saa', 'ara', 'na', 'da']","['sde', 'w', 'nam', 'saa', 'ara']"
etiri nyinaa s nanso emu nsm ny p,positive,"['etiri', 'nyinaa', 's', 'nanso', 'emu', 'nsm', 'ny', 'p']","['etiri', 'nyinaa', 'nanso', 'emu', 'nsm', 'ny', 'p']"
abusua y dom,positive,"['abusua', 'y', 'dom']","['abusua', 'dom']"
saa ppp,neutral,"['saa', 'ppp']","['saa', 'ppp']"
rasta di anka asokpo fa wo ho bn,neutral,"['rasta', 'di', 'anka', 'asokpo', 'fa', 'wo', 'ho', 'bn']","['rasta', 'anka', 'asokpo', 'fa', 'bn']"
hmmnn b e me h wonhunu saa oh cont,positive,"['hmmnn', 'b', 'e', 'me', 'h', 'wonhunu', 'saa', 'oh', 'cont']","['hmmnn', 'b', 'e', 'h', 'wonhunu', 'saa', 'oh', 'cont']"
na liverpool team nu nny a,neutral,"['na', 'liverpool', 'team', 'nu', 'nny', 'a']","['liverpool', 'team', 'nu', 'nny']"
wo nsa da mu a wnni nnya wo,positive,"['wo', 'nsa', 'da', 'mu', 'a', 'wnni', 'nnya', 'wo']","['nsa', 'wnni', 'nnya']"
ahof ntua ka,positive,"['ahof', 'ntua', 'ka']","['ahof', 'ntua']"
moss lichen fungus “ merehwehw sde wfr apotobibire w borfo kasa mu”,positive,"['moss', 'lichen', 'fungus', '“', 'merehwehw', 'sde', 'wfr', 'apotobibire', 'w', 'borfo', 'kasa', 'mu', '”']","['moss', 'lichen', 'fungus', '“', 'merehwehw', 'sde', 'wfr', 'apotobibire', 'w', 'borfo', 'kasa', '”']"
ny nhahan biara na y aduro,positive,"['ny', 'nhahan', 'biara', 'na', 'y', 'aduro']","['ny', 'nhahan', 'biara', 'aduro']"
na saa casemilo no…hmph,negative,"['na', 'saa', 'casemilo', 'no', '…', 'hmph']","['saa', 'casemilo', '…', 'hmph']"
bueiii,neutral,['bueiii'],['bueiii']
“ w me ne w yn ns”kraaa,positive,"['“', 'w', 'me', 'ne', 'w', 'yn', 'ns', '”', 'kraaa']","['“', 'w', 'w', 'yn', 'ns', '”', 'kraaa']"
eii saa,neutral,"['eii', 'saa']","['eii', 'saa']"
ani mmienu ntumi nwura tokuro baako mu mma ny yie,positive,"['ani', 'mmienu', 'ntumi', 'nwura', 'tokuro', 'baako', 'mu', 'mma', 'ny', 'yie']","['ani', 'mmienu', 'ntumi', 'nwura', 'tokuro', 'baako', 'mma', 'ny', 'yie']"
onipa a asm da ne so no nk adwab,positive,"['onipa', 'a', 'asm', 'da', 'ne', 'so', 'no', 'nk', 'adwab']","['onipa', 'asm', 'nk', 'adwab']"
nnua a bn nonom na twie,neutral,"['nnua', 'a', 'bn', 'nonom', 'na', 'twie']","['nnua', 'bn', 'nonom', 'twie']"
su nkwa na nsu ade ahonyade nfa obiara renksi hwee,positive,"['su', 'nkwa', 'na', 'nsu', 'ade', 'ahonyade', 'nfa', 'obiara', 'renksi', 'hwee']","['su', 'nkwa', 'nsu', 'ade', 'ahonyade', 'nfa', 'obiara', 'renksi', 'hwee']"
agya ananse nwoo ne ba ntikuma no na w de soa ne bt,positive,"['agya', 'ananse', 'nwoo', 'ne', 'ba', 'ntikuma', 'no', 'na', 'w', 'de', 'soa', 'ne', 'bt']","['agya', 'ananse', 'nwoo', 'ntikuma', 'w', 'soa', 'bt']"
abordesie w odikuro,positive,"['abordesie', 'w', 'odikuro']","['abordesie', 'w', 'odikuro']"
ewiase woy obi ade yie a ka wo nsa mu,positive,"['ewiase', 'woy', 'obi', 'ade', 'yie', 'a', 'ka', 'wo', 'nsa', 'mu']","['ewiase', 'woy', 'obi', 'ade', 'yie', 'nsa']"
nsatea nyinaa ny p,positive,"['nsatea', 'nyinaa', 'ny', 'p']","['nsatea', 'nyinaa', 'ny', 'p']"
mpaninfo ma kwan s woka asm bi na woto sbe a ynkyi enti ka ade kor na to sbe “ ade no”,positive,"['mpaninfo', 'ma', 'kwan', 's', 'woka', 'asm', 'bi', 'na', 'woto', 'sbe', 'a', 'ynkyi', 'enti', 'ka', 'ade', 'kor', 'na', 'to', 'sbe', '“', 'ade', 'no', '”']","['mpaninfo', 'kwan', 'woka', 'asm', 'woto', 'sbe', 'ynkyi', 'enti', 'ade', 'kor', 'sbe', '“', 'ade', '”']"
wob noa anaa,neutral,"['wob', 'noa', 'anaa']","['wob', 'noa', 'anaa']"
obi nso dae nk baabi a ybku no,negative,"['obi', 'nso', 'dae', 'nk', 'baabi', 'a', 'ybku', 'no']","['obi', 'dae', 'nk', 'baabi', 'ybku']"
asase mu y duru seen po,positive,"['asase', 'mu', 'y', 'duru', 'seen', 'po']","['asase', 'duru', 'seen', 'po']"
yoo busumuru “ mawie medi wakyi di makyi bi wai”,positive,"['yoo', 'busumuru', '“', 'mawie', 'medi', 'wakyi', 'di', 'makyi', 'bi', 'wai', '”']","['yoo', 'busumuru', '“', 'mawie', 'medi', 'wakyi', 'makyi', 'wai', '”']"
obi nkyer obi kornoo,positive,"['obi', 'nkyer', 'obi', 'kornoo']","['obi', 'nkyer', 'obi', 'kornoo']"
de bhy nsa nka n’ano ansa,positive,"['de', 'bhy', 'nsa', 'nka', 'n', '’', 'ano', 'ansa']","['bhy', 'nsa', 'nka', 'n', '’', 'ano', 'ansa']"
abeiku p saa dodo,negative,"['abeiku', 'p', 'saa', 'dodo']","['abeiku', 'p', 'saa', 'dodo']"
samanpm sduro wo ni wu a na wabusua asa,positive,"['samanpm', 'sduro', 'wo', 'ni', 'wu', 'a', 'na', 'wabusua', 'asa']","['samanpm', 'sduro', 'wu', 'wabusua', 'asa']"
wei de woara na wabu wob,positive,"['wei', 'de', 'woara', 'na', 'wabu', 'wob']","['wei', 'wabu', 'wob']"
konkontibaa na onyini dane aponkyerani,neutral,"['konkontibaa', 'na', 'onyini', 'dane', 'aponkyerani']","['konkontibaa', 'onyini', 'dane', 'aponkyerani']"
saa ppp,neutral,"['saa', 'ppp']","['saa', 'ppp']"
oh mepa wo kyew menny saa,neutral,"['oh', 'mepa', 'wo', 'kyew', 'menny', 'saa']","['oh', 'mepa', 'kyew', 'menny', 'saa']"
obi adefo y obi adepa,positive,"['obi', 'adefo', 'y', 'obi', 'adepa']","['obi', 'adefo', 'obi', 'adepa']"
afe nk m to yen,positive,"['afe', 'nk', 'm', 'to', 'yen']","['afe', 'nk', 'yen']"
d fofor de y f na na awie,positive,"['d', 'fofor', 'de', 'y', 'f', 'na', 'na', 'awie']","['fofor', 'f', 'awie']"
ade nkye,neutral,"['ade', 'nkye']","['ade', 'nkye']"
oh mepa wo kyew menny saa,negative,"['oh', 'mepa', 'wo', 'kyew', 'menny', 'saa']","['oh', 'mepa', 'kyew', 'menny', 'saa']"
aware ny nsafufuo na yaka ahw,neutral,"['aware', 'ny', 'nsafufuo', 'na', 'yaka', 'ahw']","['aware', 'ny', 'nsafufuo', 'yaka', 'ahw']"
yoo mati wai askkells medi wakyi di makyi bi wai,positive,"['yoo', 'mati', 'wai', 'askkells', 'medi', 'wakyi', 'di', 'makyi', 'bi', 'wai']","['yoo', 'mati', 'wai', 'askkells', 'medi', 'wakyi', 'makyi', 'wai']"
awurade adom ntime so mete nkwa mume ho y paaalol,positive,"['awurade', 'adom', 'ntime', 'so', 'mete', 'nkwa', 'mume', 'ho', 'y', 'paaalol']","['awurade', 'adom', 'ntime', 'mete', 'nkwa', 'mume', 'paaalol']"
aden ta na mframa no nkc wo mu saa na y gyimi ey,negative,"['aden', 'ta', 'na', 'mframa', 'no', 'nkc', 'wo', 'mu', 'saa', 'na', 'y', 'gyimi', 'ey']","['aden', 'ta', 'mframa', 'nkc', 'saa', 'gyimi', 'ey']"
afehyia da y ppn mede anansesm na bhyia no anansesm no ti ne nyansa ho mfaso kan on w me tumblr blg…,positive,"['afehyia', 'da', 'y', 'ppn', 'mede', 'anansesm', 'na', 'bhyia', 'no', 'anansesm', 'no', 'ti', 'ne', 'nyansa', 'ho', 'mfaso', 'kan', 'on', 'w', 'me', 'tumblr', 'blg', '…']","['afehyia', 'ppn', 'mede', 'anansesm', 'bhyia', 'anansesm', 'ti', 'nyansa', 'mfaso', 'kan', 'w', 'tumblr', 'blg', '…']"
aduane na wanoa no akornor saa no,positive,"['aduane', 'na', 'wanoa', 'no', 'akornor', 'saa', 'no']","['aduane', 'wanoa', 'akornor', 'saa']"
nkwa ne owuo mm ahyia,neutral,"['nkwa', 'ne', 'owuo', 'mm', 'ahyia']","['nkwa', 'owuo', 'mm', 'ahyia']"
yah wonim tu a tu wo de,positive,"['yah', 'wonim', 'tu', 'a', 'tu', 'wo', 'de']","['yah', 'wonim', 'tu', 'tu']"
mo nso de sr,neutral,"['mo', 'nso', 'de', 'sr']",['sr']
eiih saa mom,negative,"['eiih', 'saa', 'mom']","['eiih', 'saa', 'mom']"
wonnim owuo a hw nna,positive,"['wonnim', 'owuo', 'a', 'hw', 'nna']","['wonnim', 'owuo', 'hw', 'nna']"
woto adubne a ebi ka wano,positive,"['woto', 'adubne', 'a', 'ebi', 'ka', 'wano']","['woto', 'adubne', 'ebi', 'wano']"
yoo mati medi wakyiabena,positive,"['yoo', 'mati', 'medi', 'wakyiabena']","['yoo', 'mati', 'medi', 'wakyiabena']"
wo bo fu a s obiara mmoa wo “ ase kyer sen”,positive,"['wo', 'bo', 'fu', 'a', 's', 'obiara', 'mmoa', 'wo', '“', 'ase', 'kyer', 'sen', '”']","['bo', 'fu', 'obiara', 'mmoa', '“', 'ase', 'kyer', 'sen', '”']"
twenee anim da h ymm nkyn,positive,"['twenee', 'anim', 'da', 'h', 'ymm', 'nkyn']","['twenee', 'anim', 'h', 'ymm', 'nkyn']"
blakk rasta saa akoa gyimifo yi biom,negative,"['blakk', 'rasta', 'saa', 'akoa', 'gyimifo', 'yi', 'biom']","['blakk', 'rasta', 'saa', 'akoa', 'gyimifo', 'yi', 'biom']"
as wo nim gyimie saa,negative,"['as', 'wo', 'nim', 'gyimie', 'saa']","['nim', 'gyimie', 'saa']"
kutawonsa y bosome km w mu nso na aka kakra ara bi na aburo aba no nti awofo tu wn mma fo s monkuta mo…,positive,"['kutawonsa', 'y', 'bosome', 'km', 'w', 'mu', 'nso', 'na', 'aka', 'kakra', 'ara', 'bi', 'na', 'aburo', 'aba', 'no', 'nti', 'awofo', 'tu', 'wn', 'mma', 'fo', 's', 'monkuta', 'mo', '…']","['kutawonsa', 'bosome', 'km', 'w', 'aka', 'kakra', 'ara', 'aburo', 'aba', 'nti', 'awofo', 'tu', 'wn', 'mma', 'fo', 'monkuta', '…']"
aksesm na de ohia na,positive,"['aksesm', 'na', 'de', 'ohia', 'na']","['aksesm', 'ohia']"
saa ppp saa wo ahunu meda wo ase “ mi fiili wo paaa wodi kan w ahenfie a na wonnii bim”,positive,"['saa', 'ppp', 'saa', 'wo', 'ahunu', 'meda', 'wo', 'ase', '“', 'mi', 'fiili', 'wo', 'paaa', 'wodi', 'kan', 'w', 'ahenfie', 'a', 'na', 'wonnii', 'bim', '”']","['saa', 'ppp', 'saa', 'ahunu', 'meda', 'ase', '“', 'mi', 'fiili', 'paaa', 'wodi', 'kan', 'w', 'ahenfie', 'wonnii', 'bim', '”']"
nipa nyinaa d wo a due,positive,"['nipa', 'nyinaa', 'd', 'wo', 'a', 'due']","['nipa', 'nyinaa', 'due']"
